chr1	4688824	4689019	Peak_11502	4688910	1.13	1.70	0.24	7.07	0.78	0.54
chr1	4851557	4851759	Peak_7872	4851666	2.12	2.24	0.12	18.85	1.00	0.46
chr1	4857369	4857587	Peak_8083	4857478	2.03	2.40	0.37	6.53	1.00	0.44
chr1	4857555	4857587	Peak_8083	4857478	2.03	2.40	0.37	6.53	1.00	0.44
chr1	4857565	4857612	Peak_7754	4857674	2.18	2.49	0.31	8.05	1.00	0.46
chr1	4857565	4857783	Peak_7754	4857674	2.18	2.49	0.31	8.05	1.00	0.46
chr1	5019300	5019518	Peak_1313	5019409	15.71	16.10	0.40	40.73	1.00	0.00
chr1	5022754	5022968	Peak_9007	5022859	1.71	1.95	0.22	9.01	0.99	0.46
chr1	5916978	5917196	Peak_9020	5917087	1.71	1.93	0.22	8.81	1.00	0.46
chr1	6240290	6240508	Peak_789	6240399	21.72	21.82	0.10	218.93	1.00	0.00
chr1	7088806	7089024	Peak_4226	7088915	5.20	7.24	0.18	40.38	0.74	0.24
chr1	7156187	7156405	Peak_11176	7156296	1.19	1.29	0.11	12.08	1.00	0.54
chr1	7271820	7272038	Peak_8676	7271929	1.81	2.19	0.38	5.78	1.00	0.46
chr1	8859235	8859453	Peak_843	8859344	20.79	21.24	0.45	46.88	1.00	0.00
chr1	9506617	9506829	Peak_6967	9506720	2.60	3.10	0.18	17.45	0.89	0.44
chr1	9700994	9701212	Peak_6158	9701103	3.11	3.30	0.19	17.26	1.00	0.42
chr1	9736603	9736817	Peak_8333	9736712	1.94	2.16	0.23	9.56	1.00	0.45
chr1	9748337	9748555	Peak_71	9748446	56.12	56.29	0.17	327.18	1.00	0.00
chr1	9852867	9853085	Peak_4725	9852976	4.47	4.70	0.22	21.24	1.00	0.32
chr1	9908587	9908805	Peak_2052	9908696	11.21	11.57	0.35	32.65	1.00	0.00
chr1	10995418	10995636	Peak_5914	10995527	3.29	3.45	0.15	22.63	1.00	0.35
chr1	11537274	11537492	Peak_9585	11537383	1.55	1.67	0.12	13.80	1.00	0.48
chr1	12520001	12520214	Peak_7740	12520110	2.19	2.28	0.09	25.41	1.00	0.46
chr1	12751245	12751463	Peak_8112	12751354	2.02	2.33	0.32	7.40	1.00	0.44
chr1	12790976	12791194	Peak_4023	12791085	5.51	5.73	0.22	26.14	1.00	0.20
chr1	12834579	12834786	Peak_10671	12834677	1.29	1.45	0.16	8.99	1.00	0.50
chr1	12840642	12840860	Peak_5807	12840751	3.37	3.68	0.08	48.16	0.94	0.36
chr1	12850916	12851134	Peak_130	12851025	46.49	46.66	0.17	281.21	1.00	0.00
chr1	12990363	12990581	Peak_6071	12990472	3.17	3.55	0.38	9.45	1.00	0.41
chr1	13015324	13015529	Peak_6685	13015433	2.76	2.82	0.06	44.51	1.00	0.42
chr1	13078327	13078545	Peak_7	13078436	109.95	110.34	0.39	280.04	1.00	0.00
chr1	13125625	13125843	Peak_4093	13125734	5.40	5.69	0.30	19.19	1.00	0.22
chr1	13128431	13128649	Peak_5270	13128540	3.84	4.25	0.41	10.34	1.00	0.38
chr1	13166801	13167019	Peak_2694	13166910	8.65	8.86	0.21	41.66	1.00	0.00
chr1	13494664	13494882	Peak_12011	13494773	1.04	1.19	0.14	8.19	1.00	0.53
chr1	13513794	13514012	Peak_5632	13513903	3.52	3.74	0.23	16.59	1.00	0.35
chr1	13601998	13602216	Peak_8544	13602107	1.86	1.94	0.08	24.59	1.00	0.47
chr1	14756228	14756446	Peak_7687	14756337	2.21	2.30	0.09	26.03	1.00	0.47
chr1	15152368	15152586	Peak_7091	15152477	2.52	2.68	0.16	16.46	1.00	0.44
chr1	15172794	15173012	Peak_4371	15172903	4.96	5.11	0.15	34.51	1.00	0.27
chr1	15553789	15554007	Peak_3266	15553898	7.00	7.05	0.05	140.03	1.00	0.03
chr1	15651104	15651320	Peak_10761	15651211	1.27	1.49	0.22	6.89	1.00	0.53
chr1	15883703	15883914	Peak_1321	15883812	15.62	15.96	0.34	47.60	1.00	0.00
chr1	15907323	15907540	Peak_2609	15907432	8.96	9.10	0.14	65.87	1.00	0.00
chr1	16104305	16104523	Peak_542	16104414	25.91	26.19	0.28	93.53	1.00	0.00
chr1	16116204	16116422	Peak_6644	16116313	2.78	3.04	0.27	11.44	1.00	0.42
chr1	16665032	16665225	Peak_9288	16665116	1.63	4.96	0.06	78.76	0.33	0.47
chr1	17374115	17374333	Peak_6154	17374224	3.11	3.40	0.29	11.91	1.00	0.42
chr1	18016356	18016574	Peak_977	18016465	18.95	19.04	0.09	202.94	1.00	0.00
chr1	18047802	18048018	Peak_6299	18047909	3.02	3.10	0.09	35.53	1.00	0.43
chr1	18408783	18409001	Peak_1735	18408892	12.76	13.02	0.26	50.49	1.00	0.00
chr1	19139261	19139479	Peak_4114	19139370	5.37	5.42	0.05	102.11	1.00	0.22
chr1	19226813	19227031	Peak_1731	19226922	12.79	12.98	0.19	69.34	1.00	0.00
chr1	20450467	20450678	Peak_10142	20450569	1.40	1.53	0.12	12.46	1.00	0.49
chr1	20761843	20762039	Peak_8563	20761930	1.85	1.99	0.14	14.09	1.00	0.46
chr1	20817685	20817903	Peak_11266	20817794	1.17	1.43	0.26	5.51	1.00	0.54
chr1	20849343	20849561	Peak_10167	20849452	1.40	1.56	0.16	9.94	1.00	0.49
chr1	20951417	20951631	Peak_1934	20951522	11.75	12.01	0.26	45.99	1.00	0.00
chr1	21166342	21166541	Peak_5321	21166432	3.79	4.02	0.23	17.50	1.00	0.37
chr1	21218694	21218912	Peak_1202	21218803	16.61	16.99	0.38	44.88	1.00	0.00
chr1	21271347	21271565	Peak_4927	21271456	4.24	4.45	0.21	21.23	1.00	0.38
chr1	21526564	21526782	Peak_8694	21526673	1.81	1.93	0.13	15.32	1.00	0.47
chr1	22533160	22533378	Peak_10306	22533269	1.37	1.57	0.20	7.93	1.00	0.49
chr1	22965491	22965709	Peak_4375	22965600	4.95	5.05	0.10	48.15	1.00	0.30
chr1	23835689	23835907	Peak_6303	23835798	3.01	3.13	0.12	25.53	1.00	0.43
chr1	24005607	24005800	Peak_2184	24005716	10.66	10.83	0.16	65.73	1.00	0.00
chr1	25104913	25105131	Peak_4524	25105022	4.74	5.06	0.31	16.16	1.00	0.29
chr1	25192118	25192336	Peak_4138	25192227	5.33	5.60	0.27	20.50	1.00	0.22
chr1	28622811	28623029	Peak_4215	28622920	5.22	5.47	0.25	21.86	1.00	0.24
chr1	29218244	29218458	Peak_6396	29218349	2.95	3.04	0.10	31.75	1.00	0.42
chr1	30274473	30274691	Peak_8299	30274582	1.95	2.14	0.19	11.31	1.00	0.46
chr1	33511269	33511487	Peak_5601	33511378	3.55	3.77	0.22	16.79	1.00	0.36
chr1	33637932	33638150	Peak_1225	33638041	16.39	16.67	0.28	59.03	1.00	0.00
chr1	33719688	33719904	Peak_6166	33719795	3.11	3.65	0.54	6.72	1.00	0.42
chr1	33907398	33907616	Peak_7308	33907507	2.39	2.75	0.36	7.57	1.00	0.45
chr1	33947108	33947326	Peak_6046	33947217	3.19	3.52	0.33	10.75	1.00	0.40
chr1	33964301	33964519	Peak_4214	33964410	5.23	5.37	0.14	37.40	1.00	0.24
chr1	34007161	34007379	Peak_8355	34007270	1.93	2.30	0.37	6.20	1.00	0.45
chr1	34073701	34073919	Peak_10109	34073810	1.41	1.57	0.16	9.83	1.00	0.49
chr1	34304862	34305080	Peak_8151	34304971	2.00	2.20	0.19	11.29	1.00	0.45
chr1	34386759	34386977	Peak_2999	34386868	7.75	7.94	0.19	41.58	1.00	0.03
chr1	34437749	34437967	Peak_4528	34437858	4.74	4.79	0.05	94.65	1.00	0.29
chr1	34575179	34575397	Peak_7998	34575288	2.06	2.25	0.18	12.34	1.00	0.45
chr1	34578493	34578711	Peak_786	34578602	21.74	21.91	0.17	128.25	1.00	0.00
chr1	34600120	34600338	Peak_738	34600229	22.27	22.67	0.40	57.19	1.00	0.00
chr1	34664962	34665180	Peak_7486	34665071	2.30	2.50	0.20	12.27	1.00	0.44
chr1	34723797	34724015	Peak_3304	34723906	6.94	7.02	0.07	97.49	1.00	0.06
chr1	34849803	34850018	Peak_8252	34849909	1.96	2.07	0.10	19.77	1.00	0.46
chr1	34870175	34870393	Peak_2760	34870284	8.44	8.65	0.20	42.19	1.00	0.00
chr1	35825726	35825944	Peak_8099	35825835	2.02	2.28	0.26	8.91	1.00	0.44
chr1	35885863	35886081	Peak_8395	35885972	1.91	2.07	0.16	12.64	1.00	0.45
chr1	36085132	36085350	Peak_9424	36085241	1.59	1.75	0.16	11.06	1.00	0.49
chr1	36103959	36104167	Peak_5743	36104058	3.42	3.57	0.15	24.10	1.00	0.36
chr1	36370713	36370931	Peak_3508	36370822	6.47	6.61	0.14	48.06	1.00	0.09
chr1	36408483	36408701	Peak_10792	36408592	1.26	1.59	0.32	4.90	1.00	0.53
chr1	36480958	36481167	Peak_11694	36481067	1.10	1.33	0.23	5.70	1.00	0.53
chr1	36691372	36691590	Peak_2207	36691481	10.58	10.90	0.32	34.22	1.00	0.00
chr1	36710031	36710249	Peak_7506	36710140	2.28	2.43	0.15	16.24	1.00	0.44
chr1	36771122	36771324	Peak_5802	36771231	3.38	3.71	0.33	11.24	1.00	0.36
chr1	36771979	36772197	Peak_2587	36772088	9.03	9.39	0.36	25.76	1.00	0.00
chr1	36778724	36778917	Peak_9793	36778808	1.49	1.66	0.17	9.53	1.00	0.49
chr1	36779199	36779417	Peak_4832	36779308	4.34	4.71	0.37	12.78	1.00	0.39
chr1	36913873	36914091	Peak_11180	36913982	1.19	1.35	0.16	8.34	1.00	0.54
chr1	37010224	37010442	Peak_6696	37010333	2.75	2.98	0.23	12.71	1.00	0.42
chr1	37044081	37044299	Peak_994	37044190	18.77	19.02	0.25	76.17	1.00	0.00
chr1	37075825	37076043	Peak_5216	37075934	3.90	4.22	0.32	13.27	1.00	0.38
chr1	37081748	37081966	Peak_3717	37081857	6.07	6.30	0.24	26.48	1.00	0.16
chr1	37130834	37131052	Peak_7624	37130943	2.24	2.35	0.11	21.31	1.00	0.46
chr1	37220248	37220466	Peak_8677	37220357	1.81	2.07	0.26	7.96	1.00	0.46
chr1	37234449	37234661	Peak_7173	37234552	2.47	2.63	0.16	16.33	1.00	0.43
chr1	37318884	37319093	Peak_9455	37318984	1.58	1.67	0.09	18.55	1.00	0.48
chr1	37352623	37352841	Peak_8382	37352732	1.92	2.06	0.15	14.07	1.00	0.45
chr1	37398836	37399027	Peak_9647	37398945	1.53	1.72	0.19	8.87	1.00	0.48
chr1	37430011	37430229	Peak_980	37430120	18.89	19.31	0.42	46.12	1.00	0.00
chr1	37448009	37448227	Peak_4513	37448118	4.75	4.83	0.08	61.77	1.00	0.29
chr1	37614214	37614432	Peak_5516	37614323	3.62	3.92	0.30	13.11	1.00	0.36
chr1	37686252	37686470	Peak_6977	37686361	2.59	2.96	0.37	8.09	1.00	0.44
chr1	37864998	37865216	Peak_5502	37865107	3.63	3.68	0.05	72.80	1.00	0.36
chr1	37865203	37865216	Peak_5502	37865107	3.63	3.68	0.05	72.80	1.00	0.36
chr1	37865208	37865227	Peak_2190	37865317	10.63	10.75	0.12	91.53	1.00	0.00
chr1	37865208	37865426	Peak_2190	37865317	10.63	10.75	0.12	91.53	1.00	0.00
chr1	37890318	37890505	Peak_1652	37890427	13.23	13.57	0.34	40.16	1.00	0.00
chr1	37922994	37923212	Peak_5128	37923103	3.99	4.09	0.09	44.27	1.00	0.39
chr1	37996823	37997041	Peak_2262	37996932	10.36	10.71	0.35	30.47	1.00	0.00
chr1	38074182	38074400	Peak_10630	38074291	1.30	1.51	0.21	7.22	1.00	0.50
chr1	38359177	38359379	Peak_2754	38359270	8.46	8.64	0.18	48.06	1.00	0.00
chr1	38574139	38574355	Peak_9104	38574246	1.69	1.74	0.05	32.54	1.00	0.46
chr1	38720708	38720924	Peak_10239	38720815	1.38	1.61	0.22	7.22	1.00	0.49
chr1	38767048	38767266	Peak_282	38767157	35.07	35.35	0.28	126.77	1.00	0.00
chr1	38836703	38836921	Peak_4329	38836812	5.05	5.24	0.19	26.89	1.00	0.25
chr1	38987591	38987801	Peak_2831	38987692	8.26	8.61	0.35	24.68	1.00	0.00
chr1	39012486	39012704	Peak_8931	39012595	1.74	2.02	0.28	7.17	1.00	0.47
chr1	39017924	39018142	Peak_11383	39018033	1.15	1.41	0.26	5.36	1.00	0.54
chr1	39178914	39179132	Peak_2605	39179023	8.98	9.28	0.29	31.48	1.00	0.00
chr1	39316180	39316398	Peak_5577	39316289	3.56	3.67	0.10	35.35	1.00	0.36
chr1	39317038	39317256	Peak_3857	39317147	5.82	6.12	0.30	20.53	1.00	0.16
chr1	39703843	39704049	Peak_8323	39703952	1.94	1.99	0.05	38.22	1.00	0.45
chr1	39762069	39762287	Peak_10068	39762178	1.42	1.60	0.17	9.13	1.00	0.49
